,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
46243,38,self-employed,married,tertiary,no,327,yes,no,cellular,6,may,69,2,-1,0,unknown,no
46244,40,services,single,secondary,no,326,yes,no,cellular,6,may,242,2,169,2,failure,no
46245,34,services,single,secondary,no,0,yes,no,cellular,6,may,307,2,-1,0,unknown,no
46246,36,blue-collar,married,secondary,no,4,yes,no,cellular,6,may,544,4,-1,0,unknown,no
46247,26,blue-collar,married,secondary,no,0,yes,no,cellular,6,may,320,3,-1,0,unknown,no
46248,32,admin.,married,secondary,yes,-166,yes,no,cellular,6,may,129,3,-1,0,unknown,no
46249,51,management,divorced,tertiary,no,318,yes,no,cellular,6,may,102,2,355,2,failure,no
46250,41,blue-collar,married,secondary,no,-940,yes,yes,cellular,6,may,206,2,-1,0,unknown,no
46251,31,blue-collar,single,secondary,no,-457,yes,no,cellular,6,may,270,4,366,2,failure,no
46253,36,services,married,secondary,no,0,yes,no,cellular,6,may,456,3,-1,0,unknown,no
46255,25,services,single,secondary,no,0,yes,no,cellular,6,may,293,3,-1,0,unknown,no
46256,26,student,single,secondary,no,47,yes,no,cellular,6,may,273,4,-1,0,unknown,no
46257,44,admin.,divorced,secondary,no,49,yes,no,cellular,6,may,155,2,-1,0,unknown,no
46258,41,technician,married,secondary,no,741,yes,no,cellular,6,may,606,3,335,6,other,no
46259,31,blue-collar,married,secondary,no,1407,yes,no,cellular,6,may,142,3,-1,0,unknown,no
46260,46,blue-collar,married,secondary,no,-1400,yes,no,telephone,6,may,309,3,355,4,failure,no
46261,39,unemployed,married,primary,no,1147,yes,yes,cellular,6,may,232,2,363,5,failure,no
46263,38,technician,single,secondary,no,435,yes,no,cellular,6,may,437,4,345,1,failure,no
46264,20,student,single,secondary,no,602,yes,no,cellular,6,may,373,4,-1,0,unknown,no
46265,37,blue-collar,single,secondary,no,48,no,no,cellular,6,may,140,2,-1,0,unknown,no
46266,43,entrepreneur,married,secondary,no,0,yes,no,telephone,6,may,167,3,-1,0,unknown,no
46267,53,blue-collar,married,secondary,no,-71,yes,no,cellular,6,may,91,3,-1,0,unknown,no
46268,34,management,single,tertiary,no,705,yes,no,cellular,6,may,458,3,-1,0,unknown,no
46269,43,blue-collar,married,primary,no,289,yes,no,cellular,6,may,284,3,-1,0,unknown,no
46270,36,blue-collar,married,secondary,no,777,yes,no,cellular,6,may,185,3,-1,0,unknown,no
46272,36,management,married,tertiary,no,152,yes,no,cellular,6,may,467,2,-1,0,unknown,no
46273,35,technician,married,secondary,no,2468,yes,no,cellular,6,may,187,8,-1,0,unknown,no
46274,60,management,married,tertiary,no,6,yes,no,cellular,6,may,787,3,-1,0,unknown,no
46276,35,blue-collar,married,primary,no,2953,yes,no,telephone,6,may,97,2,-1,0,unknown,no
46277,36,blue-collar,married,unknown,no,-400,yes,yes,cellular,6,may,362,2,307,1,failure,no
46278,30,blue-collar,married,secondary,no,-71,yes,no,cellular,6,may,165,2,-1,0,unknown,no
46281,39,technician,married,secondary,no,147,yes,no,cellular,6,may,151,2,-1,0,unknown,no
46283,35,technician,single,tertiary,no,275,yes,no,cellular,6,may,157,3,254,5,failure,no
46284,46,technician,single,secondary,no,747,yes,no,telephone,6,may,22,6,-1,0,unknown,no
46285,57,management,married,primary,no,2911,yes,yes,telephone,6,may,276,2,-1,0,unknown,no
46286,31,management,married,tertiary,no,-692,yes,yes,cellular,6,may,117,2,-1,0,unknown,no
46287,31,self-employed,single,secondary,no,148,yes,yes,cellular,6,may,232,2,167,4,failure,no
46288,22,blue-collar,married,secondary,no,223,yes,no,cellular,6,may,268,1,344,1,failure,no
46289,45,management,married,tertiary,no,-206,yes,no,cellular,6,may,337,2,-1,0,unknown,no
46290,25,student,single,secondary,no,115,no,no,cellular,6,may,796,2,-1,0,unknown,no
46293,42,blue-collar,married,primary,no,2111,yes,no,cellular,7,may,86,2,-1,0,unknown,no
46295,30,admin.,single,secondary,no,122,yes,no,cellular,7,may,219,2,-1,0,unknown,no
46296,39,self-employed,married,secondary,no,1304,yes,yes,cellular,7,may,183,3,-1,0,unknown,no
46297,48,blue-collar,married,primary,no,-254,yes,no,cellular,7,may,210,2,346,1,other,no
46298,48,management,married,secondary,no,3663,yes,no,telephone,7,may,25,5,169,1,failure,no
46299,56,entrepreneur,divorced,tertiary,no,151,yes,no,cellular,7,may,16,5,171,1,other,no
46300,48,technician,married,secondary,no,505,yes,no,cellular,7,may,113,2,-1,0,unknown,no
46301,32,blue-collar,single,secondary,no,1402,yes,no,cellular,7,may,343,3,295,5,other,no
46302,34,blue-collar,married,secondary,no,4,yes,yes,cellular,7,may,315,2,-1,0,unknown,no
46303,36,blue-collar,married,secondary,no,975,yes,no,cellular,7,may,186,2,295,1,failure,no
46304,34,blue-collar,married,secondary,no,0,yes,yes,cellular,7,may,175,4,-1,0,unknown,no
46306,50,management,married,tertiary,no,29,yes,no,cellular,7,may,83,4,266,20,other,no
46307,26,student,single,secondary,no,1209,yes,no,cellular,7,may,57,4,-1,0,unknown,no
46308,58,entrepreneur,divorced,secondary,no,0,yes,no,cellular,7,may,270,3,-1,0,unknown,no
46309,26,services,single,secondary,no,1700,yes,no,cellular,7,may,13,5,-1,0,unknown,no
46310,29,services,divorced,secondary,no,92,yes,no,cellular,7,may,240,1,-1,0,unknown,no
46311,26,management,single,tertiary,no,199,yes,no,cellular,7,may,413,1,-1,0,unknown,no
46312,54,blue-collar,married,primary,no,-864,yes,no,telephone,7,may,755,3,363,5,failure,no
46313,54,management,married,primary,no,3185,yes,yes,cellular,7,may,187,1,-1,0,unknown,no
46314,35,technician,divorced,secondary,no,2777,yes,no,cellular,7,may,633,1,-1,0,unknown,no
46315,34,unemployed,married,secondary,no,2173,yes,yes,cellular,7,may,370,1,-1,0,unknown,no
46316,37,management,married,tertiary,no,1780,yes,no,cellular,7,may,205,1,-1,0,unknown,no
46318,31,self-employed,single,tertiary,no,253,yes,no,cellular,7,may,157,1,349,4,failure,no
46319,34,management,single,tertiary,no,2679,yes,no,cellular,7,may,195,1,-1,0,unknown,no
46320,30,services,married,secondary,no,0,yes,no,cellular,7,may,512,1,-1,0,unknown,no
46322,53,blue-collar,married,primary,no,0,yes,yes,cellular,7,may,263,1,-1,0,unknown,no
46323,30,management,married,secondary,no,-559,yes,yes,cellular,7,may,98,1,167,2,failure,no
46324,26,blue-collar,single,secondary,no,7475,yes,no,cellular,7,may,204,1,-1,0,unknown,no
46325,52,admin.,married,primary,no,448,yes,no,cellular,7,may,82,1,-1,0,unknown,no
46327,31,blue-collar,married,secondary,no,990,yes,yes,cellular,7,may,92,1,-1,0,unknown,no
46330,32,technician,married,secondary,no,169,yes,no,cellular,7,may,22,11,-1,0,unknown,no
46331,50,admin.,single,secondary,no,2040,yes,no,cellular,7,may,149,1,357,1,failure,no
46332,31,management,single,tertiary,no,23,yes,no,cellular,7,may,98,1,-1,0,unknown,no
46333,36,blue-collar,married,secondary,no,89,yes,no,cellular,7,may,62,6,366,2,failure,no
46335,31,blue-collar,married,secondary,no,1326,yes,no,cellular,7,may,689,1,-1,0,unknown,no
46336,41,blue-collar,married,primary,no,293,yes,yes,cellular,7,may,102,1,-1,0,unknown,no
46337,24,services,single,secondary,no,14,yes,no,cellular,7,may,241,1,-1,0,unknown,no
46338,28,blue-collar,single,secondary,yes,87,yes,no,cellular,7,may,27,1,345,1,failure,no
46340,24,blue-collar,married,primary,no,-247,yes,no,cellular,7,may,203,1,-1,0,unknown,no
46341,33,technician,divorced,secondary,no,250,yes,yes,cellular,7,may,277,1,-1,0,unknown,no
46343,38,blue-collar,divorced,secondary,no,887,yes,no,cellular,7,may,722,1,-1,0,unknown,no
46345,39,management,single,tertiary,no,968,yes,no,cellular,7,may,59,1,258,6,failure,no
46346,38,services,married,secondary,no,369,yes,no,telephone,7,may,224,1,-1,0,unknown,no
46347,31,management,single,tertiary,no,874,yes,no,cellular,7,may,98,1,170,2,failure,no
46348,37,self-employed,single,tertiary,no,2441,yes,yes,cellular,7,may,248,1,-1,0,unknown,no
46351,33,management,married,tertiary,no,29,yes,no,cellular,7,may,549,1,-1,0,unknown,no
46352,37,services,married,secondary,no,343,yes,yes,cellular,7,may,104,1,304,7,failure,no
46353,27,blue-collar,married,secondary,no,245,yes,no,cellular,7,may,121,1,344,2,failure,no
46355,29,admin.,single,tertiary,no,422,yes,no,cellular,7,may,103,1,363,1,failure,no
46356,25,entrepreneur,single,tertiary,no,140,yes,no,cellular,7,may,348,1,-1,0,unknown,no
46357,35,technician,married,secondary,no,883,yes,no,cellular,7,may,333,1,351,1,failure,no
46358,47,services,married,secondary,no,1629,yes,no,cellular,7,may,25,1,-1,0,unknown,no
46359,30,admin.,married,tertiary,no,400,yes,no,cellular,7,may,223,1,-1,0,unknown,no
46360,30,blue-collar,divorced,secondary,no,292,yes,no,cellular,7,may,381,1,335,5,other,no
46361,53,self-employed,married,tertiary,no,167,yes,no,cellular,7,may,84,1,343,1,other,no
46363,30,technician,married,secondary,no,3875,yes,no,cellular,7,may,131,1,338,2,other,no
46365,56,blue-collar,married,secondary,no,471,yes,no,cellular,7,may,104,1,342,2,failure,no
46366,35,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,19,1,360,2,failure,no
46367,35,technician,divorced,secondary,no,44,yes,yes,cellular,7,may,366,1,167,2,failure,no
46368,43,admin.,married,secondary,no,544,yes,no,cellular,7,may,187,1,-1,0,unknown,no
46369,34,management,married,tertiary,no,1495,yes,no,cellular,7,may,50,1,-1,0,unknown,no
46370,40,blue-collar,single,secondary,no,322,yes,no,cellular,7,may,201,1,-1,0,unknown,no
46371,34,management,single,tertiary,no,2607,no,no,cellular,7,may,63,1,336,12,other,no
46373,43,admin.,married,secondary,no,24,yes,no,cellular,7,may,183,4,357,2,other,no
46374,27,services,married,secondary,no,58,yes,no,cellular,7,may,113,1,337,2,other,no
46375,54,management,divorced,secondary,no,300,yes,no,cellular,7,may,329,1,168,2,success,no
46376,33,services,single,secondary,no,1646,yes,no,telephone,7,may,317,2,-1,0,unknown,no
46377,32,technician,single,tertiary,no,69,no,no,cellular,7,may,95,1,357,3,other,no
46379,33,blue-collar,single,secondary,no,381,yes,no,cellular,7,may,1957,1,-1,0,unknown,no
46380,26,unknown,divorced,secondary,no,-295,yes,no,cellular,7,may,556,1,-1,0,unknown,no
46381,36,management,single,tertiary,no,260,yes,no,cellular,7,may,49,1,-1,0,unknown,no
46382,34,technician,single,secondary,no,49,no,no,cellular,7,may,393,1,351,1,failure,no
46383,32,services,married,secondary,no,426,yes,yes,cellular,7,may,383,1,339,1,other,no
46384,37,management,divorced,tertiary,no,641,yes,no,cellular,7,may,334,1,-1,0,unknown,no
46385,30,admin.,single,secondary,no,222,yes,no,cellular,7,may,455,1,-1,0,unknown,no
46386,32,blue-collar,single,secondary,no,1291,yes,no,cellular,7,may,223,1,293,1,failure,no
46387,50,entrepreneur,married,secondary,no,806,yes,yes,cellular,7,may,141,8,297,2,other,no
46389,36,management,married,secondary,no,396,yes,no,cellular,7,may,327,4,-1,0,unknown,no
46390,30,blue-collar,single,secondary,no,959,yes,no,cellular,7,may,375,1,-1,0,unknown,no
46391,39,blue-collar,married,secondary,no,-219,yes,no,cellular,7,may,101,1,-1,0,unknown,no
46393,34,management,divorced,tertiary,no,94,yes,no,cellular,7,may,46,1,-1,0,unknown,no
46394,38,technician,single,tertiary,no,178,yes,no,cellular,7,may,184,1,351,1,failure,no
46395,27,technician,single,secondary,no,-211,yes,no,cellular,7,may,146,1,349,3,failure,no
46397,38,admin.,divorced,secondary,no,673,yes,no,cellular,7,may,429,1,170,3,other,no
46399,37,management,married,tertiary,no,900,yes,no,cellular,7,may,155,1,357,2,failure,no
46400,38,blue-collar,single,secondary,no,4860,yes,no,cellular,7,may,130,1,-1,0,unknown,no
46401,33,self-employed,single,tertiary,no,544,yes,no,cellular,7,may,155,1,-1,0,unknown,no
46402,32,technician,single,secondary,no,1210,yes,yes,cellular,7,may,107,1,344,4,failure,no
46404,45,management,married,tertiary,no,1033,yes,no,cellular,7,may,177,1,357,1,failure,no
46405,28,blue-collar,married,secondary,no,251,yes,no,cellular,7,may,754,1,-1,0,unknown,no
46407,34,services,single,secondary,no,-38,yes,no,cellular,7,may,48,1,-1,0,unknown,no
46408,24,blue-collar,single,secondary,no,6837,yes,no,cellular,7,may,345,1,-1,0,unknown,no
46410,35,blue-collar,single,secondary,yes,-177,yes,yes,cellular,7,may,193,1,-1,0,unknown,no
46411,36,entrepreneur,married,tertiary,no,280,yes,no,cellular,7,may,252,1,351,1,failure,no
46413,41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure,no
46414,36,admin.,single,secondary,no,0,yes,yes,telephone,7,may,63,1,168,3,failure,no
46415,36,management,single,tertiary,no,-679,yes,yes,cellular,7,may,172,1,93,1,failure,no
46416,31,self-employed,married,tertiary,no,259,yes,no,cellular,7,may,47,1,-1,0,unknown,no
46417,40,admin.,single,secondary,no,178,yes,no,cellular,7,may,83,1,-1,0,unknown,no
46418,31,blue-collar,single,unknown,no,461,yes,no,cellular,7,may,462,1,-1,0,unknown,no
46419,45,entrepreneur,married,tertiary,no,3689,yes,no,cellular,7,may,397,1,169,5,failure,no
46422,39,management,married,tertiary,no,3,yes,no,cellular,7,may,1145,1,170,1,failure,no
46423,33,blue-collar,married,primary,no,494,yes,no,cellular,7,may,159,1,346,2,failure,no
46424,30,admin.,married,secondary,no,187,yes,no,cellular,7,may,56,1,170,1,failure,no
46425,47,management,single,tertiary,no,714,yes,no,cellular,7,may,609,1,-1,0,unknown,no
46428,39,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,502,1,7,2,failure,no
46432,35,services,single,secondary,no,544,yes,no,cellular,7,may,91,1,345,2,failure,no
46433,27,technician,single,secondary,no,905,yes,yes,cellular,7,may,245,1,-1,0,unknown,no
46434,39,management,single,tertiary,no,4239,yes,no,cellular,7,may,40,1,-1,0,unknown,no
46436,38,entrepreneur,married,primary,no,-786,yes,no,cellular,7,may,126,1,-1,0,unknown,no
46437,32,blue-collar,married,secondary,no,428,yes,no,cellular,7,may,93,1,363,1,failure,no
46438,34,technician,married,secondary,no,-1490,yes,yes,cellular,7,may,219,1,-1,0,unknown,no
46439,32,blue-collar,married,primary,no,39,yes,no,cellular,7,may,128,1,-1,0,unknown,no
46441,33,entrepreneur,married,tertiary,no,2179,yes,yes,cellular,7,may,217,1,167,2,other,no
46442,33,services,single,secondary,no,358,yes,no,cellular,7,may,302,1,356,3,failure,no
46443,26,blue-collar,single,secondary,no,2,yes,no,cellular,7,may,223,1,-1,0,unknown,no
46444,31,blue-collar,single,secondary,no,11639,yes,no,cellular,7,may,1191,1,-1,0,unknown,no
46445,39,entrepreneur,divorced,secondary,no,-271,yes,no,cellular,7,may,406,1,-1,0,unknown,no
46446,55,blue-collar,divorced,secondary,no,-152,yes,no,cellular,7,may,36,3,-1,0,unknown,no
46447,21,technician,single,secondary,no,64,yes,no,cellular,7,may,16,1,-1,0,unknown,no
46448,37,management,married,tertiary,no,502,yes,no,cellular,7,may,551,1,351,1,failure,no
46449,23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,1,318,4,failure,no
46450,24,admin.,married,secondary,no,61,yes,yes,cellular,7,may,278,1,343,2,other,no
46451,41,blue-collar,married,primary,no,6596,yes,no,cellular,7,may,192,1,168,1,failure,no
46452,58,retired,married,tertiary,no,138,no,no,cellular,7,may,143,1,346,5,failure,no
46453,32,blue-collar,married,primary,no,-145,yes,yes,cellular,7,may,273,1,-1,0,unknown,no
46454,58,management,married,primary,no,1052,yes,no,cellular,7,may,147,1,359,4,failure,no
46455,25,blue-collar,single,secondary,no,-392,yes,no,cellular,7,may,346,1,-1,0,unknown,no
46456,36,entrepreneur,married,tertiary,no,4576,yes,no,cellular,7,may,272,1,-1,0,unknown,no
46457,25,services,single,secondary,no,0,yes,no,cellular,7,may,282,1,-1,0,unknown,no
46458,46,management,married,secondary,no,1363,yes,yes,cellular,7,may,60,4,-1,0,unknown,no
46459,47,services,married,unknown,no,12839,yes,no,cellular,7,may,50,1,171,4,failure,no
46460,45,technician,single,secondary,no,29,yes,no,cellular,7,may,86,1,367,1,failure,no
46461,32,services,single,tertiary,no,1763,yes,no,cellular,7,may,163,2,-1,0,unknown,no
46462,31,technician,single,secondary,no,77,yes,no,cellular,7,may,229,1,-1,0,unknown,no
46463,25,student,single,secondary,no,520,yes,no,cellular,7,may,236,1,-1,0,unknown,no
46464,54,technician,married,secondary,no,6,yes,no,cellular,7,may,109,1,367,1,failure,no
46465,39,technician,single,secondary,no,14,yes,no,cellular,7,may,72,1,-1,0,unknown,no
46466,44,technician,married,secondary,no,78,yes,no,cellular,7,may,122,1,357,1,failure,no
46467,31,blue-collar,single,secondary,no,1882,no,no,cellular,7,may,529,2,-1,0,unknown,no
46469,53,blue-collar,married,secondary,no,913,yes,no,cellular,7,may,213,1,288,1,failure,no
46472,39,technician,married,secondary,no,-475,yes,no,cellular,7,may,168,3,301,1,failure,no
46474,51,entrepreneur,married,tertiary,no,228,yes,no,cellular,7,may,72,1,-1,0,unknown,no
46475,54,management,divorced,tertiary,no,0,yes,no,cellular,7,may,199,1,297,3,failure,no
46476,37,blue-collar,single,secondary,no,2469,yes,no,cellular,7,may,232,1,-1,0,unknown,no
46478,57,management,married,tertiary,no,779,yes,no,cellular,7,may,282,1,367,1,failure,no
46479,60,blue-collar,married,secondary,no,322,yes,no,cellular,7,may,63,1,-1,0,unknown,no
46480,51,services,married,unknown,no,6,yes,no,cellular,7,may,282,1,-1,0,unknown,no
46481,51,retired,married,primary,no,670,yes,no,cellular,7,may,391,1,-1,0,unknown,no
46482,47,technician,divorced,tertiary,no,477,yes,no,telephone,7,may,973,1,366,1,failure,no
46483,41,management,married,tertiary,no,1072,yes,no,cellular,7,may,199,1,-1,0,unknown,no
46484,37,management,married,tertiary,no,64,no,no,cellular,7,may,219,1,295,1,failure,no
46486,37,blue-collar,married,secondary,no,7,yes,yes,cellular,7,may,336,1,-1,0,unknown,no
46487,41,services,single,secondary,no,-278,yes,no,cellular,7,may,17,5,360,3,failure,no
46488,48,blue-collar,married,secondary,yes,0,yes,yes,cellular,7,may,275,1,-1,0,unknown,no
46490,30,technician,single,secondary,no,359,yes,no,cellular,7,may,362,1,303,1,failure,no
46491,57,self-employed,married,tertiary,no,192,yes,no,cellular,7,may,320,1,-1,0,unknown,no
46492,47,blue-collar,divorced,secondary,no,25,yes,no,cellular,7,may,166,1,-1,0,unknown,no
46493,36,management,single,tertiary,no,1804,no,no,cellular,7,may,170,1,366,1,other,no
46494,29,admin.,single,secondary,no,428,yes,yes,cellular,7,may,54,1,345,2,failure,no
46495,37,blue-collar,married,primary,no,223,yes,no,cellular,7,may,569,1,297,3,failure,no
46496,58,services,married,secondary,no,2745,yes,no,cellular,7,may,161,1,324,2,failure,no
46497,53,self-employed,married,secondary,no,1066,yes,no,cellular,7,may,57,2,170,4,failure,no
46499,24,admin.,single,secondary,no,1725,yes,no,cellular,7,may,59,1,-1,0,unknown,no
46500,51,entrepreneur,married,secondary,no,0,yes,no,cellular,7,may,158,1,300,2,failure,no
46501,54,management,married,tertiary,no,8509,yes,no,cellular,7,may,147,1,-1,0,unknown,no
46503,46,technician,divorced,secondary,no,-1034,yes,yes,cellular,7,may,195,1,-1,0,unknown,no
46504,32,management,single,tertiary,no,-307,yes,yes,cellular,7,may,447,2,346,2,failure,no
46506,31,technician,married,secondary,no,504,yes,yes,cellular,7,may,52,2,-1,0,unknown,no
46507,34,technician,divorced,secondary,no,558,yes,no,cellular,7,may,130,2,167,5,failure,no
46508,31,blue-collar,single,secondary,no,0,yes,no,cellular,7,may,113,2,345,1,other,no
46510,41,housemaid,married,primary,no,322,no,no,cellular,7,may,105,1,324,2,failure,no
46511,42,blue-collar,married,secondary,no,2044,yes,yes,cellular,7,may,155,1,282,5,failure,no
46512,29,blue-collar,single,secondary,no,43,no,no,cellular,7,may,142,1,353,1,failure,no
46513,42,services,single,secondary,no,2348,yes,no,cellular,7,may,448,2,-1,0,unknown,no
46514,35,blue-collar,married,secondary,no,682,yes,no,cellular,7,may,141,1,-1,0,unknown,no
46515,42,admin.,married,secondary,no,874,yes,no,cellular,7,may,176,1,287,2,other,no
46516,38,blue-collar,married,primary,no,1,yes,no,cellular,7,may,154,1,-1,0,unknown,no
46517,37,management,single,tertiary,no,815,yes,no,cellular,7,may,77,1,-1,0,unknown,no
46518,40,technician,single,secondary,no,1001,yes,yes,cellular,7,may,148,1,-1,0,unknown,no
46519,50,blue-collar,married,secondary,no,16,yes,no,cellular,7,may,290,1,356,11,failure,no
46520,45,housemaid,married,tertiary,no,0,yes,no,telephone,7,may,309,1,-1,0,unknown,no
46521,39,technician,single,tertiary,no,741,yes,no,cellular,7,may,69,1,-1,0,unknown,no
46523,28,management,single,tertiary,no,682,yes,no,cellular,7,may,79,1,-1,0,unknown,no
46524,28,blue-collar,married,secondary,no,922,yes,no,cellular,7,may,226,1,339,1,other,no
46528,35,technician,single,secondary,no,1467,yes,yes,cellular,7,may,381,1,-1,0,unknown,no
46529,43,blue-collar,divorced,primary,no,1234,yes,no,cellular,7,may,307,1,-1,0,unknown,no
46530,51,blue-collar,divorced,primary,no,57,yes,yes,cellular,7,may,355,1,-1,0,unknown,no
46531,27,student,single,tertiary,no,37,yes,no,cellular,7,may,125,1,364,1,failure,no
46533,47,blue-collar,married,primary,no,206,yes,yes,cellular,7,may,118,1,-1,0,unknown,no
46534,50,management,married,secondary,no,0,yes,yes,cellular,7,may,55,1,-1,0,unknown,no
46535,41,technician,single,tertiary,no,5365,yes,no,cellular,7,may,412,2,-1,0,unknown,no
46536,57,retired,married,secondary,no,455,yes,no,cellular,7,may,361,1,-1,0,unknown,no
46537,30,blue-collar,married,secondary,no,-109,yes,yes,cellular,7,may,160,4,-1,0,unknown,no
46538,34,entrepreneur,married,secondary,no,393,yes,no,cellular,7,may,174,1,293,3,failure,no
46541,34,blue-collar,married,unknown,no,0,yes,no,cellular,7,may,183,1,-1,0,unknown,no
46542,48,services,married,secondary,no,1323,yes,yes,cellular,7,may,99,1,-1,0,unknown,no
46543,55,services,married,secondary,no,0,no,no,cellular,7,may,110,1,-1,0,unknown,no
46544,51,services,married,secondary,no,1703,yes,no,cellular,7,may,101,1,-1,0,unknown,no
46545,43,blue-collar,single,primary,no,181,yes,no,cellular,7,may,174,1,343,2,failure,no
46546,53,blue-collar,married,secondary,no,148,yes,no,cellular,7,may,66,1,359,1,failure,no
46547,40,blue-collar,married,primary,no,32,yes,no,cellular,7,may,102,1,-1,0,unknown,no
46548,51,blue-collar,married,secondary,no,160,yes,no,cellular,7,may,136,1,359,1,failure,no
46549,49,technician,married,secondary,no,0,yes,no,cellular,7,may,190,1,276,1,other,no
46550,36,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,332,1,-1,0,unknown,no
46551,44,services,married,primary,no,3,yes,no,cellular,7,may,228,1,-1,0,unknown,no
46553,50,services,divorced,secondary,no,339,yes,no,cellular,7,may,43,3,-1,0,unknown,no
46556,41,technician,married,secondary,no,77,yes,no,cellular,7,may,56,1,-1,0,unknown,no
46557,32,management,married,tertiary,no,1544,yes,no,cellular,7,may,265,1,-1,0,unknown,no
46558,35,blue-collar,single,secondary,no,2227,yes,no,cellular,7,may,219,1,-1,0,unknown,no
46559,32,blue-collar,single,secondary,no,-219,yes,no,cellular,7,may,446,6,342,2,failure,no
46560,30,entrepreneur,married,secondary,yes,-388,yes,no,cellular,7,may,263,1,293,3,failure,no
46561,40,blue-collar,divorced,secondary,no,0,yes,no,cellular,7,may,135,1,-1,0,unknown,no
46562,58,blue-collar,married,unknown,no,807,yes,no,cellular,7,may,57,1,366,2,failure,no
46563,31,technician,single,secondary,no,656,yes,no,cellular,7,may,158,1,275,1,other,no
46566,38,technician,married,secondary,no,0,yes,yes,cellular,7,may,193,2,296,5,other,no
46567,36,blue-collar,married,secondary,no,2095,yes,no,cellular,7,may,122,2,-1,0,unknown,no
46568,55,blue-collar,married,primary,no,728,yes,no,cellular,7,may,247,1,-1,0,unknown,no
46569,32,blue-collar,married,secondary,no,489,yes,no,cellular,7,may,103,2,349,4,failure,no
46570,34,technician,divorced,secondary,no,592,yes,no,cellular,7,may,67,3,-1,0,unknown,no
46571,25,services,married,secondary,no,51,yes,yes,cellular,7,may,159,2,357,2,failure,no
46572,35,admin.,married,secondary,no,0,yes,no,cellular,7,may,121,2,-1,0,unknown,no
46573,28,services,married,secondary,no,15,yes,no,cellular,7,may,182,2,356,1,failure,no
46574,45,admin.,single,secondary,no,-101,yes,no,cellular,7,may,101,1,301,1,failure,no
46575,34,management,married,tertiary,no,676,no,no,cellular,7,may,156,1,177,1,success,no
46577,49,blue-collar,married,secondary,no,-327,yes,no,cellular,7,may,423,1,-1,0,unknown,no
46578,34,services,married,secondary,no,-99,yes,yes,cellular,7,may,258,2,-1,0,unknown,no
46579,33,blue-collar,married,secondary,no,478,yes,no,cellular,7,may,349,1,338,1,failure,no
46580,28,technician,single,secondary,no,618,yes,no,cellular,7,may,281,1,-1,0,unknown,no
46581,51,services,married,tertiary,no,218,yes,no,cellular,7,may,154,3,363,2,failure,no
46582,59,management,divorced,tertiary,yes,-23,yes,no,telephone,7,may,287,2,-1,0,unknown,no
46583,28,technician,married,secondary,no,7449,yes,no,cellular,7,may,193,1,-1,0,unknown,no
46584,31,technician,single,secondary,no,1626,no,no,cellular,7,may,356,2,286,3,failure,no
46585,30,management,single,tertiary,no,492,yes,no,cellular,7,may,94,1,-1,0,unknown,no
46586,53,technician,single,tertiary,no,757,yes,no,cellular,7,may,122,2,-1,0,unknown,no
46587,47,blue-collar,divorced,primary,no,223,yes,no,telephone,7,may,140,2,-1,0,unknown,no
46589,44,management,married,tertiary,no,430,no,no,cellular,7,may,97,2,171,2,failure,no
46590,31,management,single,secondary,no,202,yes,no,cellular,7,may,590,1,-1,0,unknown,no
46591,32,blue-collar,single,primary,no,216,yes,no,cellular,7,may,87,2,351,1,success,no
46592,43,blue-collar,divorced,secondary,no,-91,yes,yes,cellular,7,may,92,3,167,4,other,no
46593,51,services,married,secondary,no,753,yes,no,cellular,7,may,541,2,-1,0,unknown,no
46596,36,admin.,single,secondary,no,9,yes,no,cellular,7,may,473,2,-1,0,unknown,no
46597,40,unemployed,divorced,secondary,no,193,yes,no,cellular,7,may,195,1,357,1,failure,no
46598,28,blue-collar,single,primary,no,553,yes,no,cellular,7,may,225,3,321,3,failure,no
46599,24,technician,single,secondary,no,1371,yes,yes,cellular,7,may,166,2,-1,0,unknown,no
46600,53,blue-collar,single,unknown,no,160,yes,no,cellular,7,may,589,2,-1,0,unknown,no
46601,44,services,married,primary,no,2386,yes,no,cellular,7,may,228,2,-1,0,unknown,no
46602,37,management,divorced,tertiary,yes,-1,yes,yes,cellular,7,may,101,1,349,1,failure,no
46603,25,blue-collar,single,primary,no,758,yes,no,cellular,7,may,258,1,357,1,failure,no
46604,25,student,single,tertiary,no,0,yes,no,cellular,7,may,178,1,-1,0,unknown,no
46607,48,admin.,married,secondary,no,368,yes,no,telephone,7,may,430,2,367,2,failure,no
46608,36,blue-collar,married,primary,no,441,yes,no,cellular,7,may,100,4,358,1,failure,no
46610,31,management,single,tertiary,no,0,yes,no,cellular,7,may,45,1,22,2,failure,no
46611,38,services,married,primary,no,0,yes,yes,cellular,7,may,127,1,171,2,other,no
46612,27,management,single,tertiary,no,405,yes,no,cellular,7,may,129,2,-1,0,unknown,no
46614,53,admin.,divorced,secondary,no,26,yes,no,cellular,7,may,56,1,359,1,failure,no
46615,40,blue-collar,married,secondary,no,356,yes,yes,cellular,7,may,1254,3,365,1,failure,no
